lemma (V),sentence,dobj,dobj index
watch,If you like comedy: watch it!,it,6
watch,If you like horror films: watch it!,it,7
watch,"Well, i enjoy the decor, which has not changed since its opening back in the 30's, love the music, and like watching good swing dancers.",dancers,29
watch,A recent  urllink study  determined that people who closely watch her show have 20% higher stress level than those who don't.,show,13
watch,"As a kid, i remember watching a cartoon version of 'the legend of sleepy hollow' and thinking that was just the coolest thing ever.",version,9
watch,Check out their awesome animated video for the song 'dont stop the beat' which you may have heard like ten million soundbytes of like 3 months ago  if you watch any mtv (which i used to be very guilty of.),mtv,35
watch,"anyhoot, in response to such lovely blogs, what's not to like?....literary club: good!, watching jessica simpson go camping with louis vuitton bag and bear bin: good!, dogs lead a cheer: good!",camping,25
watch,"'hey jennie, instead of going to a movie or something, how about we watch the cubs at my house!'  wahoo, sign me up!",cubs,18
watch,"'hey jennie, instead of going to a movie or something, how about we watch the cubs at my house!'  wahoo, sign me up!",wahoo,25
watch,"I have fond memories as a little girl sitting in the upstairs den with grandpa bob after church on sundays, watching the cubs on wgn lose another one in wrigley.",cubs,23
watch,"As the years passed, i wasn't able to spend as many afternoons with grandpa watching the cubs.",cubs,18
watch,"Tonight he sits with his wife of 55 years, after spending probably 24,000 hours either listening or watching the cubs, in hopes of seeing his team do the unthinkable...win the big game.",cubs,20
watch,"so there are many a thang that i love about working at the julian center (fyi, this is my americorps site).....i can call my site a 'center for kids who cannot read good' since i am the literacy coordinator, we watch the young and the restless during lunch (so shan, i feel the daytime bondage, uh, bonding), and snoop dogg is one of our custodians...seriously, we are talking contest winning impersonator, in like, 20 yrs and without braids.",young,50
watch,"Welp, considering i have watched more baseball in the past few weeks than ever before in my life, these things aren't hard to pick up.",baseball,7
watch,"I hate it so much that i am not linking it up because i do not want anyone, at any time, to ever visit their web site and become interested in watching their show.",show,35
watch,"After that, he only came back once and i think his mom requested that i not be allowed to watch him.",him,21
watch,Matt and i were watching it this weekend when there was nothing else on tv.,it,5
watch,"Matt, amy, rob (aka feminitas) and i all watched the game at  urllink",game,14
watch,Sean has watched with me a couple of times and i have heard a snicker or two....,couple,6
watch,but maybe she's watching too many disney movies.,movies,8
watch,"It's a salon article, so you'll have to watch an ad to see the whole story, but it's completley worth it to read about the enduring love and especially neat and tidy nest these two have.",ad,13
watch,Watch it.,it,1
watch,"If you get a chance to watch this, do- but it is very graphic and sad.",this,7
watch,"Grace (who's 2) is watching a gymboree video right now, and it's pretty appalling.",video,10
watch,"For the record, i'm proud to say that grace has spent more time banging on the pots i set out for her than watching the video.",video,27
watch,"Ok, i'm going to go watch woody allen's 1978   urllink interiors  .",interiors,14
watch,"At any rate, i watched the game with patriots fans (at this guy called fat boy's house), and they realized pretty quickly that i was not one of them.",game,7
watch,Imagine watching mtv's cribs and not getting to see 'where the magic happens.',cribs,4
watch,"On another note, i watched the royal tenenbaums again this weekend and was shocked that i didn't know  urllink grant rosenmeyer  (aka oliver beene) plays ari tenenbaum.",tenenbaums,8
watch,Mike and i just stayed in and watched amelie; very relaxing.,amelie,8
watch,"We kicked it on fisherman's wharf and watched the sea lions that have a fine colony there, saw alcatraz (but didn't take the tour), and ate a great sundae at the ghiradelli restaurant (nothing wrong with a 'restaurant' that only has chocolate treats on the menu).",lions,11
watch,I have to admit i got a little queasy watching all his adoring 'fans' as he did a meet and greet with laura (is she a robot?),fans,14
watch,"We usually stay home, order pizza and watch movies...also, we get each other small gifts, like a cd or snack.",movies,9
watch,I really hate reality tv but still watch it out of boredom and laziness occasionally.,it,8
watch,It was great watching these clowns' reaction; i have this whole storyline in my head that they were both probably tokers when they were younger.,reaction,7
watch,"I watched part of it, and it was a really funny one about raffi, a popular children's singer.",part,2
watch,"I know boots said that watching her show raises people's stress levels, but still...she gets things done and she is actually 'in touch' with america.",show,7
watch,I tape it every thursday so that i can watch it after work.,it,10
watch,I stopped watching him after he left comedy central.,him,3
watch,"It may sound interesting, but watching the back of some guy as he trudges down endless hallways for about (literally) 10 minutes just doesn't entertain, provoke thought or provide any insight about this character i'm supposed to care about when he gets shot by another kid.",back,8
watch,"They picked  ian 'steve sanders' ziering as the unofficial mascot and noted:   'why this unlucky person should be known as 'the ziering' will be obvious to anyone who ever watched “beverly hills, 90210.”  ian ziering was, through its entire 10-season run, one of the show's stars breathing fratty, mulleted life into the character of steve sanders.'    haha!",hills,40
watch,"Seems he was still missing someone as he was sitting solo, doing shot after shot of sake, just sort of slumped in his chair watching 'elimidate' on the tv above the sushi bar.",elimidate,28
watch,"In the middle of the sushi channel surfing, jw gets up and staggers off to the exit, only to leave us having to watch channels 659 - 1000 before getting our edamame.",channels,26
