word,frequency 
ninety,1
FIVER,1
LADY,1
GEDDIT,1
FIIIIIVVVEEE,1
FIIIIIVVVVVEE,1
AHHHHHHHHH,1
desperately,1
banshee,1
spilling,1
bulbous,1
INSANE,1
institutionalised,1
Bean'll,1
7am-12pm,1
slots,1
Tues,1
Fridays,1
negotiable,1
frees,1
Junction,1
Bishan,1
Sey,1
Nite,1
Daisies,1
Daffodils,1
Helped,1
Council,1
ribbons,1
daffodils,1
Shucks,1
daffodil,1
chawitab,1
chawribaba,1
fegget,1
ARGHHHHHHH,1
ARGHHHHHH,1
soemthing,1
YET,1
filler,1
maximiser,1
Mon,1
Thurs,1
Arrrghhhhh,1
Stomach,1
Gastric,1
whoop,1
Michalengelo,1
Teenage,1
Mutant,1
Ninja,1
Turtles,1
Cowabunga,1
Duuude,1
Regret,1
woulda,1
nervousness,1
leathery,1
visage,1
vest,1
sling,1
peek,1
Feet,1
averted,1
vendor,1
pony,1
wry,1
bespectacled,1
cuppa,1
Subjects,1
theoretical,1
fascism,1
Contemporary,1
Space,1
Odyssey,1
PRIYANCA,1
AWARE,1
tsktsk,1
loosening,1
anal,1
tithing,1
4.75,1
munching,1
Slices,1
Reduce,1
chockie,1
Evelyn,1
Taibox,1
Smallville,1
Kent,1
plump,1
veggie,1
meteors,1
Krypton,1
Superman,1
genetically,1
dramatically,1
liposuction,1
slim,1
Creeeppy,1
'come,1
Incredible,1
Shrinking,1
eeeek,1
tonnes,1
tube,1
zzzzz,1
SIGN,1
GUESTBOOK,1
Excitment,1
replies,1
resumes,1
mebbe,1
devote,1
posessed,1
innocently,1
accented,1
qing,1
ning,1
gui,1
Teeheeheee,1
yeppers,1
Jahmes,1
teeheeeheee,1
ungodly,1
ze,1
Huang,1
xiao,1
Pardon,1
chong,1
lai,1
zhao,1
dao,1
zuo,1
Tuedays,1
Timetable,1
Ughhh,1
Ni,1
shuo,1
nah,1
yi,1
Nah,1
jiu,1
bluntness,1
Xia,1
jian,1
succintly,1
Fans,1
wildly,1
bearing,1
prerequisite,1
paparazzi,1
centrestage,1
LSA,1
Bharatha,1
Moorthy,1
Serangoon,1
Avenue,1
compassionate,1
tabs,1
GREAT,1
BUDDY,1
prestigious,1
Warm,1
Embrace,1
fetch,1
KNIGHT,1
SHINING,1
ARMOUR,1
whistles,1
ovation,1
ensues,1
Honorable,1
Chew,1
wraps,1
decor,1
Additions,1
limerick,1
plaster,1
lacklustre,1
rave,1
recitations,1
Woopeedoo,1
Vegetable,1
Room,1
Squares,1
Ode,1
Aubergine,1
Eggplant,1
Recipe,1
Fry,1
translucent,1
tray,1
spoonfuls,1
brinjals,1
parmesan,1
mozzie,1
chedder,1
Bake,1
Voila,1
Yummy,1
lasagne,1
DFO,1
39.95,1
slippers,1
sidetracked,1
12.95,1
Lions,1
Collingwood,1
Magpies,1
Twister,1
slang,1
wavelength,1
Malaysians,1
lors,1
lahs,1
Upwords,1
ingenuity,1
Quita,1
quitter,1
Sista,1
Gemz,1
Fie,1
Ye,1
Olde,1
Toys,1
Us,1
Payday,1
Taboo,1
crosswords,1
boxing,1
stumped,1
announces,1
Sparred,1
Kirsten,1
Dunst,1
Elwes,1
Rory,1
grandad,1
Gilmore,1
Randolph,1
trivia,1
Citizen,1
Kane,1
Elinor,1
Glyn,1
yachting,1
birthdate,1
webstie,1
BG,1
plannign,1
Lilo,1
Stitch,1
Highpoint,1
lighthearted,1
toon,1
abstinence,1
okies,1
cheerio,1
Yueah,1
Babay,1
Pie,1
trey,1
Story,1
legwork,1
Beyonce,1
Knowles,1
Singaporean,1
Bismi,1
Prata,1
prata,1
teh,1
pratas,1
4.90,1
Oy,1
3hr,1
church'-type,1
turmoils,1
angsty,1
pest,1
O'-level,1
Sec,1
come?,1
aiyah,1
Awake,1
Tsunamit,1
Irony,1
jumpsuit,1
mike,1
audioo,1
clapped,1
seeker,1
brawl,1
pinching,1
hairpulling,1
whacking,1
serials,1
softened,1
Penguin,1
cutie,1
muahahhah,1
wirte,1
penalised,1
5.30pm,1
mornings,1
lieu,1
Blooble,1
Flooble,1
interactivity,1
RATE,1
unfavourable,1
EEk,1
mash,1
domesticity,1
EXACTLY,1
intertextual,1
postmodern,1
participating,1
televisual,1
Burp,1
eyeballs,1
Theory,1
encapsulate,1
POSSIBLE,1
incurring,1
Verdict,1
V.V.,1
pah,1
ciao,1
Culture,1
gelati,1
coinkidink,1
recognised,1
Recommend,1
spate,1
eccentricity,1
SIS,1
Slice,1
Feminista,1
asian,1
manifesto,1
url,1
subverting,1
oppression,1
nihilistic,1
patrairchal,1
harmony,1
femininity,1
albiet,1
satirise,1
subvert,1
norms,1
parody,1
yadayada,1
prosaic,1
feminsism,1
diff,1
uphold,1
lotus,1
coughs,1
wacked,1
legitimises,1
womyn,1
feminsit,1
equates,1
activism,1
butch,1
equated,1
geeks,1
bigbadchinesemama.com,1
bathrooms,1
cathartic,1
fumes,1
Jif,1
sparkling,1
thirdly,1
deplorable,1
13th,1
Yipes,1
crunching,1
EEPS,1
Grace,1
Koala,1
he's,1
arrhhhh,1
scrunched,1
Eucalyptus,1
lahhhh,1
tuft,1
patronised,1
realllll,1
koala,1
Omega,1
Melbie,1
Upper,1
Plenty,1
Melway,1
amenities,1
FIREPLACE,1
2D/2N,1
blokey,1
guarantees,1
Sensitive,1
Age,1
Mafia,1
Murderer,1
Bluff,1
Mafiosi,1
Civilians,1
compadres,1
bluffing,1
slogging,1
Cheerios,1
Connection,1
SISTER,1
Dangerous,1
Sep/02,1
Makes,1
unenlightened,1
Yankovic,1
Kylie,1
Outta,1
spleen,1
fungal,1
P.O.D.,1
Alive,1
Philip,1
Ahem,1
Kill,1
figment,1
kitchens,1
Heeheeheeteeheehee,1
germs,1
unintentionally,1
tinkle,1
redirected,1
Gomez,1
Forrest,1
Sick,1
EXCEPT,1
footed,1
1min,1
oy,1
SIA,1
resurrecting,1
Ansett,1
slacker,1
swamped,1
bloggin,1
tense,1
tailored,1
Arnie,1
Mezzogiorno,1
Typed,1
askjeeves,1
region,1
Calabria,1
harken,1
Coffees,1
3.15,1
3.25,1
Prayer,1
3.55,1
Presentation,1
4.00,1
Multimedia,1
ours,1
honourable,1
Phua,1
Chu,1
Kang,1
syntax,1
celeb,1
impersonations,1
Ozzy,1
Osbourne,1
8.00,1
Doors,1
YAYYYYY,1
Charlton,1
9.45,1
musicianship,1
guit,1
interacted,1
drenched,1
Karaoke,1
Version,1
MP3s,1
ngim,1
jim,1
hernias,1
profits,1
plugs,1
ringing,1
Irritated,1
designated,1
Highlight,1
signature,1
Yippeee,1
lamenting,1
Jamiroquai,1
Johanna,1
GA,1
BOOHOOOOOO,1
11.50,1
Walked,1
2.26,1
Darrnit,1
Sonic,1
Fest,1
Announcement,1
featureing,1
fishes,1
cot,1
Paykel,1
crunch,1
piahing,1
piah,1
dreary,1
bibik,1
Nov,1
Customer,1
Rep.,1
seek.com.au,1
upnote,1
IMAX,1
recommendation,1
22nd,1
Fitzroy,1
cheapo,1
crackers,1
kabana,1
herb,1
strawberries,1
Throughly,1
Malaya,1
sambal,1
kangkong,1
Brunetti,1
renovation,1
certificate,1
reinforcing,1
collage,1
Chatting,1
evolved,1
affable,1
heheheh,1
aloof,1
superficial,1
progressing,1
Priyanca,1
housemates,1
crazier,1
loonier,1
loony,1
establishing,1
litmus,1
I'l,1
Waitaminit,1
unusually,1
toppled,1
bubbled,1
tongues,1
Panting,1
naturedly,1
apologised,1
Pushing,1
tissues,1
Neatly,1
undamaged,1
WOOPADEEDOOO,1
PRAISE,1
grinned,1
thanking,1
proclaim,1
MIRACLE,1
AMEN,1
amen,1
EPILOGUE,1
agian,1
boarded,1
hints,1
6.40pm,1
Arrrgh,1
rummaged,1
swirl,1
Manning,1
20s-30s,1
40s,1
Baillieu,1
searched,1
zap,1
librarians,1
payphone,1
resigned,1
adhere,1
finders,1
keepers,1
sunnies,1
shivered,1
Birkie,1
sandals,1
gestured,1
knocking,1
nasal,1
DUH,1
Student,1
scrounged,1
memorised,1
squawked,1
vibrator,1
retraced,1
bobbish,1
scrunching,1
insomniac,1
informercials,1
Winsor,1
Pilates,1
mend,1
moth,1
haw,1
maw,1
Highlights,1
Pivot,1
Point,1
longingly,1
vivid,1
housewives,1
Jap,1
hulking,1
biceps,1
praises,1
requisite,1
Flipping,1
Condition,1
Porous,1
scalp,1
Normal,1
Selsun,1
dandruff,1
Fifty,1
Sunsilk,1
Coloured,1
cosmetics,1
Wella,1
upturned,1
Styling,1
Mud,1
EEps,1
EEK,1
yoghurt,1
Cont,1
ly,1
hem,1
alterations,1
hemming,1
tailoring,1
Tailoring,1
solicitor,1
tinted,1
spying,1
blouses,1
JW,1
cheapest,1
kai,1
ephemeral,1
bubbles,1
lilting,1
frequencies,1
grips,1
Sway,1
mimed,1
farce,1
Confession,1
teared,1
melancholic,1
arounds,1
whadda,1
Lock,1
Loll,1
ROCKED,1
11.55pm,1
Jas,1
elevated,1
aloofness,1
scarecrows,1
WILD,1
Debbs,1
scaring,1
kookies,1
rockin,1
therapeutic,1
loll,1
duuuuuuuudes,1
Environment,1
pamphlet,1
Ways,1
SHOWER,1
FRIEND,1
Banger,1
joked,1
Corporate,1
reparked,1
Freaky,1
Touched,1
voucher,1
wooohooo,1
Thaaaaaaaaaaaaaat,1
Worship,1
edifying,1
retrospect,1
sanitised,1
Esp,1
Jars,1
Bossa,1
Diana,1
Krall,1
Foo,1
Fighters,1
Montego,1
Bebel,1
Gilberto,1
Jobim,1
del,1
Mar,1
lounge,1
mosh,1
phew,1
typecast,1
subscribes,1
Eight,1
listenable,1
kewl,1
mailk,1
Learned,1
7.30,1
9.30am,1
Hooooo,1
it'll,1
stressful,1
Queensberry,1
GJs,1
outlets,1
Erp,1
gargling,1
Listerine,1
Dangnabbit,1
celsius,1
golly,1
gee,1
intoxicating,1
rotates,1
dusty,1
nostril,1
rollercoasting,1
windy,1
fabulously,1
colourful,1
Gatherer,1
Acland,1
skirt,1
Kewl,1
zooms,1
bay,1
Williamstown,1
Anchorage,1
Sirloin,1
steaks,1
strayed,1
DAAA,1
Chewing,1
Potatoes,1
Excitedly,1
nodding,1
vigrously,1
Eh,1
Mushroom,1
Thweet,1
Shameless,1
Plug,1
woohoo,1
1.41pm,1
+8hrs,1
Sabi,1
insists,1
name)sake,1
somwhere,1
countryside,1
Figured,1
Ikea,1
scrambling,1
icq,1
Okely,1
dokelies,1
pearls,1
spewed,1
alarming,1
Kun,1
inanities,1
attire,1
jewellry,1
coffees,1
Lotsa,1
Answer,1
oooohhhh,1
Sign,1
Affection,1
Hur,1
Bow,1
spoiler,1
Francis,1
Psychotically,1
Repressed,1
Emotionally,1
Abused,1
Serial,1
Killer,1
Stellar,1
Hopkins,1
strut,1
Watson,1
kewpie,1
Teeth,1
Zadie,1
Glamour,1
mags,1
Gore,1
Schiff,1
Tipper,1
compromise,1
relook,1
UNPAID,1
coalition,1
economical,1
retrained,1
penalise,1
monetary,1
nursing,1
maids,1
thots,1
Ai,1
functional,1
BearBrick,1
Naked,1
gazillion,1
Nth,1
Intensely,1
Dislike,1
moniker,1
J.Love,1
moly,1
kenoly,1
bobbly,1
pouts,1
frown,1
pout,1
bump,1
blaring,1
thaaaat,1
planets,1
aligned,1
bosom,1
pouty,1
highness,1
Epitaph,1
graveyard,1
craggly,1
overhanging,1
chirping,1
flittering,1
dragonflies,1
tombstone,1
eternally,1
CAN'T,1
REPLY,1
BECAUSE,1
DEAD,1
Aaahhh,1
cryptic,1
innate,1
quirkiness,1
shebang,1
garble,1
perpetuated,1
associations,1
constituted,1
Omar,1
Calabrese,1
seriality,1
prototypes,1
blobs,1
comparative,1
franchisee,1
ell,1
Moola,1
Rates,1
Downside,1
ang,1
mohs,1
poseur,1
I.e.,1
betta,1
Case,1
sourcing,1
Ended,1
hygiene,1
twang,1
lapsing,1
cah,1
Momentararily,1
Sawrry,1
Thanksverymuchseeyabyebye,1
Dooooot,1
doooooot,1
doooot,1
kabab,1
Impressions,1
Tarts,1
excruciating,1
Bibik,1
Made,1
apologising,1
Countdowns,1
It's,1
everything'll,1
housework,1
Hooray,1
haven't,1
noooo,1
imprints,1
Daylight,1
Savings,1
v.v.bored,1
scratches,1
unladylike,1
disgust,1
rerouting,1
Altogether,1
yep,1
innkeeper,1
Bethlehem,1
portraying,1
brusque,1
sampat,1
risque,1
patting,1
heeeheee,1
Dancing,1
Abba,1
portrayal,1
jester,1
Gabriel,1
flapping,1
substituting,1
Aaaah,1
Amy,1
graceful,1
Teetering,1
swishing,1
curving,1
ballad,1
Results,1
Tu,1
Tambien,1
screenings,1
Grease,1
Frida,1
Towers,1
12.45,1
explosions,1
Bond,1
flicks,1
Renegade,1
Lorenzo,1
Lamas/,1
Robinson,1
Crusoe,1
flab,1
Recommendations,1
Lying,1
mat,1
Yumsss,1
Pedal,1
gears,1
awwww,1
inn,1
teetering,1
Cruella,1
Deville,1
sap,1
Aiyoh,1
leng,1
zai,1
halpchoo,1
we'll,1
Hawaii,1
stint,1
regroup,1
Whoosh,1
hairpin,1
breakneck,1
buckaroos,1
kart,1
Prix,1
injuries,1
karting,1
expedition,1
race'd,1
pedel,1
straightest,1
enjpy,1
skidding,1
lurched,1
tagging,1
Whadda,1
Port,1
warehouse,1
slowing,1
amber,1
Bathtub,1
Showers,1
Congratulate,1
inaugural,1
balmy,1
gluggy,1
1.24am,1
EURK,1
depleting,1
diggity,1
Eminem,1
Mile,1
stoned,1
captured,1
thoughout,1
Parts,1
raps,1
tucking,1
singin,1
shag,1
digs,1
Britney,1
trite,1
adolescents,1
gratituous,1
lily,1
Battle,1
Royale,1
Symmetrical,1
melodic,1
Gate,1
Fwy,1
Pasir,1
Ris,1
Considering,1
rearranging,1
Bugger,1
Typographic,1
Bl00pS,1
blooP,1
d00,1
chu,1
fiathful,1
Escape,1
geddit,1
excerpts,1
euphorically,1
revving,1
roars,1
Machinery,1
Courtesy,1
Cruise,1
curly,1
Bunker,1
Spoke,1
ants,1
Toyota,1
Corolla,1
VicRds,1
Horns,1
Phress,1
youhr,1
brahkes,1
hwhy,1
youh,1
afrhaid,1
phressing,1
yourh,1
brahkes?,1
Tuhrn,1
tuhrn,1
nary,1
kwali,1
-face,1
veneer,1
Bleepin,1
Fooo,1
Parental,1
Guidance,1
advised,1
explicit,1
pudgy,1
curb,1
abiding,1
jaywalkers,1
curbside,1
motorbikes,1
A'Beckett,1
brusqely,1
audacity,1
accomodate,1
pudginess,1
ranted,1
spewing,1
cornball,1
akin,1
Plaza,1
bengs,1
pointy,1
reprimanding,1
eloquently,1
jaws,1
squared,1
width,1
bullshit,1
seeking,1
spouting,1
Pudginess,1
frail,1
damsel,1
slunk,1
muttering,1
angrily,1
retaliated,1
bleached,1
Ow,1
mutter,1
UNDER,1
BREATH,1
WWJD,1
cheerful,1
niiiice,1
unnerve,1
scathing,1
comeback,1
conciliatory,1
submissive,1
battles,1
Rude,1
Ones,1
plumage,1
fold,1
fudged,1
sparked,1
Australians,1
kindred,1
speck,1
colonialist,1
indulging,1
arty,1
farty,1
Dynamo,1
aunty,1
punks,1
effin,1
Inc.,1
cherished,1
Bless,1
Vickrey,1
guitarist,1
roight,1
Potato,1
keychained,1
woes,1
-goer,1
Turning,1
murmuring,1
churning,1
Swirling,1
reeling,1
frothing,1
Pumping,1
volumes,1
trousers,1
glinted,1
reflected,1
singular,1
THREATened,1
Backed,1
Written,1
Request,1
fateful,1
Yuan,1
Xiao,1
Jie,1
forthcoming,1
congratulatory,1
salutations,1
Herculean,1
feats,1
ENGAGED,1
AHHHHHH,1
dashing,1
Oakford,1
Mews,1
Rd,1
Yarra,1
poshy,1
serviced,1
READING,1
COUNTING,1
multiples,1
authors,1
Spot,1
Cute,1
Holden,1
Vectra,1
Hehee,1
muahahah,1
recoup,1
EURGH,1
lookign,1
Hate,1
wispyish,1
chalky,1
mix'll,1
blondish,1
Pink,1
Lian,1
streaks,1
supervisors,1
Fudge,1
32.10,1
hassle,1
visas,1
Picnic,1
skits,1
sticking,1
layering,1
cardboard,1
sparklers,1
Mooncake,1
Lantern,1
booklet,1
containing,1
diasporic,1
M'sia,1
Few,1
Intn'l,1
AO'-level,1
Tongue,1
curriculum,1
marketable,1
Dates,1
010203,1
lasts,1
31st,1
contemplating,1
Seems,1
shoplifting,1
Winona,1
Ryder,1
spoilt,1
Bored,1
bandy,1
troupe,1
marauding,1
innocents,1
judgemental,1
bursary,1
subsidises,1
strings,1
prayerfully,1
alleviate,1
understandle,1
mundaneness,1
meditate,1
reaching,1
deliverer,1
broadest,1
audibly,1
tangibility,1
worm,1
6.30,1
6.45,1
quo,1
PAIR,1
VICTORIA,1
whisk,1
Westfield,1
Town,1
sitcoms,1
centres,1
Humbug,1
Lola,1
archiving,1
Pyra,1
customised,1
WATCHING,1
FAQ,1
indexing,1
vagabond,1
shoooooes,1
bluuuuuee,1
Catch,1
puuuukke,1
Sturt,1
Media,1
taping,1
tapes,1
Apologies,1
reflecting,1
hue,1
parched,1
Proppian,1
indecisively,1
stressfully,1
debris,1
repress,1
culling,1
schoolwork,1
motivate,1
entertained,1
Angst,1
rebellion,1
wisens,1
patronising,1
B'days,1
Miriam,1
Ocean,1
scrounge,1
headscarf,1
Matched,1
hoop,1
sic,1
starfish,1
pendant,1
Tiffany,1
Co.,1
21st,1
Miri,1
lunatic,1
Patient,1
fatherly,1
twitch,1
twinkle,1
humoured,1
Pa,1
brandished,1
restrained,1
uplifting,1
earthly,1
Americanisms,1
Canoly,1
Heebie,1
Jeebies,1
Hubba,1
RHYME,1
mauled,1
refreshingly,1
Apathy,1
prevention,1
confrontation,1
Reader,1
Digest,1
Political,1
Apolitical,1
Nonsensical,1
Participatory,1
Urban,1
congregated,1
Barcode,1
Chanced,1
barcoded,1
Matrix,1
ey,1
Neos,1
Trinitys,1
Zions,1
nots,1
humbly,1
23003,1
64121,1
barcode,1
Illustrations,1
illustrators,1
LOVEEEE,1
sundress,1
jammies,1
Intuition,1
Jewel,1
smashing,1
bloodsucking,1
navigating,1
LEFT,1
turnnnn,1
Television,1
Wooohhoooohohohooooo,1
Harhar,1
nepotism,1
hoooo,1
trajectory,1
comet,1
fragments,1
multiplied,1
zua,1
?,1
intensity,1
contestants,1
projectile,1
maggots,1
MOUTHS,1
TagBoard,1
fleas,1
infest,1
Reunions,1
poly,1
comm,1
lecturers,1
mentors,1
yonks,1
Ziggy,1
Des,1
Robin,1
Yi,1
Ling,1
Wanted,1
Yeoh,1
Reunion,1
Embargo,1
clubbing,1
Surgery,1
gettin,1
humid,1
Euch,1
gnats,1
Nat,1
Geo,1
programmes,1
slimy,1
expelling,1
pores,1
Growf,1
Work'll,1
pun,1
flashmobbin,1
Settling,1
directionless,1
nurturing,1
privilege,1
Strong,1
Weaknesses,1
Global,1
Advance,1
Coordinator,1
Gagh,1
traumatised,1
Photoshop,1
ped,1
anthropologist,1
squirming,1
Nuff,1
Bukit,1
Timah,1
ahold,1
ilarious,1
pengsan,1
Sweeties,1
Grapefruit,1
peng,1
hahahhahaha,1
Disclaimer,1
descriptive,1
Kaploink,1
courtship,1
Ong,1
Li,1
En,1
EL,1
Jo'll,1
Hebrew,1
Ter,1
Bren,1
bloaty,1
expelled,1
righteous,1
infusions,1
pervade,1
humanistic,1
hedonistic,1
tempations,1
Caramba,1
Conservatives,1
ROTFL,1
livejournal,1
YAYYYYYYYY,1
Nemo,1
Arrival,1
Wooppeedoo,1
Watcha,1
Babies,1
Saint,1
Exupry,1
shing,1
disconnected,1
Unintiated,1
leach,1
slug,1
Amen,1
Halp,1
inadequate,1
Exec,1
thinkers,1
visionaries,1
perpetuators,1
intimidating,1
planted,1
-centredness,1
meditating,1
devotions,1
s'all,1
sters,1
Friendster,1
unearthing,1
Seperation,1
Currently,1
000,1
pertinent,1
machination,1
245,1
Hooking,1
messaging,1
SPH,1
Ick,1
Icker,1
Icky,1
burp,1
fart,1
gastritis,1
blockage,1
intestine,1
bowel,1
grossness,1
hehee,1
Memememememme,1
sarahwong.com,1
Bocelli,1
Freak,1
Winnie,1
xanga,1
convergence,1
mainstream,1
